AaegL1.1	AaedL1.2	Change
AAEL000742 AAEL000742 unchanged
AAEL000743 AAEL000743 unchanged
AAEL000744 AAEL000744 unchanged
AAEL000745 AAEL000745 unchanged
AAEL000746 AAEL000746 unchanged
AAEL000747 AAEL000747 unchanged
AAEL000748 AAEL000748 unchanged
AAEL000749 AAEL000749 unchanged
AAEL000750 AAEL000750 unchanged
AAEL000751 AAEL000751 unchanged
AAEL000752 AAEL000752 unchanged
AAEL000753 AAEL000753 unchanged
AAEL000754 AAEL000754 unchanged
AAEL000755 AAEL000755 unchanged
AAEL000756 AAEL000756 unchanged
AAEL000757 AAEL000757 unchanged
AAEL000758 AAEL000758 unchanged
AAEL000759 AAEL000759 unchanged
AAEL000760 AAEL000760 changed
AAEL000761 AAEL000761 unchanged
AAEL000762 AAEL000762 unchanged
AAEL000763 AAEL000763 unchanged
AAEL000764 AAEL000764 unchanged
AAEL000765 AAEL000765 unchanged
AAEL000766 AAEL000766 unchanged
AAEL000767 AAEL000767 unchanged
AAEL000768 AAEL000768 unchanged
AAEL000769 AAEL000769 unchanged
AAEL000770 AAEL000770 unchanged
AAEL000771 AAEL000771 unchanged
AAEL000772 AAEL000772 unchanged
AAEL000773 AAEL000773 unchanged
AAEL000774 AAEL000774 unchanged
AAEL000775 AAEL000775 unchanged
AAEL000776 AAEL000776 unchanged
AAEL000777 AAEL000777 unchanged
AAEL000778 AAEL000778 unchanged
AAEL000779 AAEL000779 unchanged
AAEL000780 AAEL000780 unchanged
AAEL000781 AAEL000781 unchanged
AAEL000782 AAEL000782 unchanged
AAEL000783 AAEL000783 unchanged
AAEL000784 AAEL000784 unchanged
AAEL000785 AAEL000785 unchanged
AAEL000786 AAEL000786 unchanged
AAEL000787 AAEL000787 unchanged
AAEL000788 AAEL000788 unchanged
AAEL000789 AAEL000789 unchanged
AAEL000790 AAEL000790 unchanged
AAEL000791 AAEL000791 unchanged
AAEL000792 AAEL000792 unchanged
AAEL000793 AAEL000793 unchanged
AAEL000794 AAEL000794 unchanged
AAEL000795 AAEL000795 unchanged
AAEL000796 AAEL000796 unchanged
AAEL000797 AAEL000797 unchanged
AAEL000798 AAEL000798 unchanged
AAEL000799 AAEL000799 unchanged
AAEL000800 AAEL000800 unchanged
AAEL000801 AAEL000801 unchanged
AAEL000802 AAEL000802 unchanged
AAEL000803 AAEL000803 unchanged
AAEL000804 AAEL000804 unchanged
AAEL000805 AAEL000805 unchanged
AAEL000806 AAEL000806 unchanged
AAEL000807 AAEL000807 unchanged
AAEL000808 AAEL000808 unchanged
AAEL000809 AAEL000809 unchanged
AAEL000810 AAEL000810 unchanged
AAEL000811 AAEL000811 changed
AAEL000812 AAEL000812 unchanged
AAEL000813 AAEL000813 unchanged
AAEL000814 AAEL000814 unchanged
AAEL000815 AAEL000815 unchanged
AAEL000816 AAEL000816 unchanged
AAEL000817 AAEL000817 unchanged
AAEL000818 AAEL000818 unchanged
AAEL000819 AAEL000819 unchanged
AAEL000820 AAEL000820 unchanged
AAEL000821 AAEL000821 unchanged
AAEL000822 AAEL000822 unchanged
AAEL000823 AAEL000823 unchanged
AAEL000824 AAEL000824 changed
AAEL000825 AAEL000825 unchanged
AAEL000826 AAEL000826 unchanged
AAEL000827 AAEL000827 unchanged
AAEL000828 AAEL000828 unchanged
AAEL000829 AAEL000829 unchanged
AAEL000830 AAEL000830 unchanged
AAEL000831 AAEL000831 unchanged
AAEL000832 AAEL000832 unchanged
AAEL000833 AAEL000833 unchanged
AAEL000834 AAEL000834 unchanged
AAEL000835 AAEL000835 unchanged
AAEL000836 AAEL000836 unchanged
AAEL000837 AAEL000837 unchanged
AAEL000838 AAEL000838 unchanged
AAEL000839 AAEL000839 unchanged
AAEL000840 AAEL000840 unchanged
AAEL000841 AAEL000841 changed
AAEL000842 AAEL000842 unchanged
AAEL000843 AAEL000843 unchanged
AAEL000844 AAEL000844 unchanged
AAEL000845 AAEL000845 unchanged
AAEL000846 AAEL000846 unchanged
AAEL000847 AAEL000847 unchanged
AAEL000848 AAEL000848 unchanged
AAEL000849 AAEL000849 unchanged
AAEL000850 AAEL000850 unchanged
AAEL000851 AAEL000851 unchanged
AAEL000852 AAEL000852 unchanged
AAEL000853 AAEL000853 unchanged
AAEL000854 AAEL000854 unchanged
AAEL000855 AAEL000855 unchanged
AAEL000856 AAEL000856 unchanged
AAEL000857 AAEL000857 unchanged
AAEL000858 AAEL000858 unchanged
AAEL000859 AAEL000859 unchanged
AAEL000860 AAEL000860 unchanged
AAEL000861 AAEL000861 unchanged
AAEL000862 AAEL000862 changed
AAEL000863 AAEL000863 unchanged
AAEL000864 AAEL000864 unchanged
AAEL000865 AAEL000865 unchanged
AAEL000866 AAEL000866 unchanged
AAEL000867 AAEL000867 unchanged
AAEL000868 AAEL000868 unchanged
AAEL000869 AAEL000869 unchanged
AAEL000870 AAEL000870 unchanged
AAEL000871 AAEL000871 unchanged
AAEL000872 NULL deleted
AAEL000873 AAEL000873 unchanged
AAEL000874 AAEL000874 changed
AAEL000875 AAEL000875 unchanged
AAEL000876 AAEL000876 unchanged
AAEL000877 AAEL000877 unchanged
AAEL000878 AAEL000878 unchanged
AAEL000879 AAEL000879 unchanged
AAEL000880 AAEL000880 unchanged
AAEL000881 AAEL000881 unchanged
AAEL000882 AAEL000882 unchanged
AAEL000883 AAEL000883 unchanged
AAEL000884 AAEL000884 unchanged
AAEL000885 AAEL000885 unchanged
AAEL000886 AAEL000886 unchanged
AAEL000887 AAEL000887 unchanged
AAEL000888 AAEL000888 unchanged
AAEL000889 AAEL000889 changed
AAEL000890 AAEL000890 unchanged
AAEL000891 AAEL000891 unchanged
AAEL000892 AAEL000892 unchanged
AAEL000893 AAEL000893 unchanged
AAEL000894 AAEL000894 unchanged
AAEL000895 AAEL000895 unchanged
AAEL000896 AAEL000896 unchanged
AAEL000897 AAEL000897 unchanged
AAEL000898 AAEL000898 changed
AAEL000899 AAEL000899 unchanged
AAEL000900 AAEL000900 unchanged
AAEL000901 AAEL000901 unchanged
AAEL000902 AAEL000902 unchanged
AAEL000903 AAEL000903 unchanged
AAEL000904 AAEL000904 changed
AAEL000905 AAEL000898 changed
AAEL000905 AAEL000905 changed
AAEL000906 AAEL000906 unchanged
AAEL000907 AAEL000907 unchanged
AAEL000908 AAEL000908 unchanged
AAEL000909 AAEL000909 unchanged
AAEL000910 AAEL000910 unchanged
AAEL000911 AAEL000911 unchanged
AAEL000912 AAEL000912 unchanged
AAEL000913 AAEL000913 unchanged
AAEL000914 AAEL000914 unchanged
AAEL000915 AAEL000915 unchanged
AAEL000916 AAEL000916 unchanged
AAEL000917 AAEL000917 unchanged
AAEL000918 AAEL000918 changed
AAEL000919 AAEL000919 unchanged
AAEL000920 AAEL000920 unchanged
AAEL000921 AAEL000921 unchanged
AAEL000922 AAEL000922 unchanged
AAEL000923 AAEL000923 unchanged
AAEL000924 AAEL000924 unchanged
AAEL000925 AAEL000925 unchanged
AAEL000926 AAEL000926 unchanged
AAEL000927 AAEL000927 unchanged
AAEL000928 AAEL000928 unchanged
AAEL000929 AAEL000929 unchanged
AAEL000930 AAEL000930 unchanged
AAEL000931 AAEL000931 unchanged
AAEL000932 AAEL000932 unchanged
AAEL000933 AAEL000933 unchanged
AAEL000934 AAEL000934 changed
AAEL000935 AAEL000935 unchanged
AAEL000936 AAEL000936 unchanged
AAEL000937 AAEL000937 unchanged
AAEL000938 AAEL000938 unchanged
AAEL000939 AAEL000939 unchanged
AAEL000940 AAEL000940 unchanged
AAEL000941 AAEL000941 unchanged
AAEL000942 AAEL000942 unchanged
AAEL000943 AAEL000943 unchanged
AAEL000944 AAEL000944 unchanged
AAEL000945 AAEL000945 unchanged
AAEL000946 AAEL000946 unchanged
AAEL000947 AAEL000947 unchanged
AAEL000948 AAEL000948 unchanged
AAEL000949 AAEL000949 unchanged
AAEL000950 AAEL000950 unchanged
AAEL000951 AAEL000951 unchanged
AAEL000952 AAEL000952 unchanged
AAEL000953 AAEL000953 unchanged
AAEL000954 AAEL000954 unchanged
AAEL000955 AAEL000955 unchanged
AAEL000956 AAEL000956 unchanged
AAEL000957 AAEL000957 unchanged
AAEL000958 AAEL000958 unchanged
AAEL000959 AAEL000959 unchanged
AAEL000960 AAEL000960 unchanged
AAEL000961 AAEL000961 unchanged
AAEL000962 AAEL000962 unchanged
AAEL000963 AAEL000963 unchanged
AAEL000964 AAEL000964 unchanged
AAEL000965 AAEL000965 unchanged
AAEL000966 AAEL000966 unchanged
AAEL000967 AAEL000967 unchanged
AAEL000968 AAEL000968 unchanged
AAEL000969 AAEL000969 unchanged
AAEL000970 AAEL000970 unchanged
AAEL000971 AAEL000971 unchanged
AAEL000972 AAEL000972 unchanged
AAEL000973 AAEL000973 unchanged
AAEL000974 AAEL000974 unchanged
AAEL000975 AAEL000975 unchanged
AAEL000976 AAEL000976 unchanged
AAEL000977 AAEL000977 unchanged
AAEL000978 AAEL000978 unchanged
AAEL000979 AAEL000979 unchanged
AAEL000980 AAEL000980 unchanged
AAEL000981 AAEL000981 unchanged
AAEL000982 AAEL000982 unchanged
AAEL000983 AAEL000983 changed
AAEL000984 AAEL000984 unchanged
AAEL000985 AAEL000985 unchanged
AAEL000986 AAEL000986 unchanged
AAEL000987 AAEL000987 unchanged
AAEL000988 AAEL000988 unchanged
AAEL000989 AAEL000989 unchanged
AAEL000990 AAEL000990 unchanged
AAEL000991 AAEL000991 unchanged
AAEL000992 AAEL000992 unchanged
AAEL000993 AAEL000993 unchanged
AAEL000994 AAEL000994 unchanged
AAEL000995 AAEL000995 unchanged
AAEL000996 AAEL000996 unchanged
AAEL000997 AAEL000997 unchanged
AAEL000998 AAEL000998 unchanged
AAEL000999 AAEL000999 unchanged
AAEL001000 AAEL001000 unchanged
AAEL001001 AAEL001001 unchanged
AAEL001002 AAEL001002 unchanged
AAEL001003 AAEL001003 unchanged
AAEL001004 AAEL001004 unchanged
AAEL001005 AAEL001005 unchanged
AAEL001006 AAEL001006 unchanged
AAEL001007 AAEL001007 unchanged
AAEL001008 AAEL001008 unchanged
AAEL001009 AAEL001009 unchanged
AAEL001010 AAEL001010 unchanged
AAEL001011 AAEL001011 unchanged
AAEL001012 AAEL001012 unchanged
AAEL001013 AAEL001013 unchanged
AAEL001014 AAEL001014 unchanged
AAEL001015 AAEL001015 unchanged
AAEL001016 AAEL001016 unchanged
AAEL001017 AAEL001017 unchanged
AAEL001018 AAEL001018 unchanged
AAEL001019 AAEL001019 unchanged
AAEL001020 AAEL001020 unchanged
AAEL001021 AAEL001021 unchanged
AAEL001022 AAEL001022 unchanged
AAEL001023 AAEL001023 unchanged
AAEL001024 AAEL001024 unchanged
AAEL001025 AAEL001025 unchanged
AAEL001026 AAEL001026 unchanged
AAEL001027 AAEL001027 unchanged
AAEL001028 AAEL001028 unchanged
AAEL001029 AAEL001029 unchanged
AAEL001030 AAEL001030 unchanged
AAEL001031 AAEL001031 unchanged
AAEL001032 AAEL001032 unchanged
AAEL001033 AAEL001033 unchanged
AAEL001034 AAEL001034 unchanged
AAEL001035 AAEL001035 unchanged
AAEL001036 AAEL001036 unchanged
AAEL001037 AAEL001037 unchanged
AAEL001038 AAEL001038 unchanged
AAEL001039 AAEL001039 unchanged
AAEL001040 AAEL001040 unchanged
AAEL001041 AAEL001041 unchanged
AAEL001042 AAEL001042 unchanged
AAEL001043 AAEL001043 unchanged
AAEL001044 AAEL001044 unchanged
AAEL001045 AAEL001045 unchanged
AAEL001046 AAEL001046 unchanged
AAEL001047 AAEL001047 unchanged
AAEL001048 AAEL001048 unchanged
AAEL001049 AAEL001049 unchanged
AAEL001050 AAEL001050 unchanged
AAEL001051 AAEL001051 unchanged
AAEL001052 AAEL001052 unchanged
AAEL001053 AAEL001053 unchanged
AAEL001054 AAEL001054 changed
AAEL001055 AAEL001055 unchanged
AAEL001056 AAEL001056 unchanged
AAEL001057 AAEL001057 unchanged
AAEL001058 AAEL001058 unchanged
AAEL001059 AAEL001059 changed
AAEL001060 AAEL001060 unchanged
AAEL001061 AAEL001061 changed
AAEL001062 AAEL001062 unchanged
AAEL001063 AAEL001063 unchanged
AAEL001064 AAEL001064 unchanged
AAEL001065 AAEL001065 unchanged
AAEL001066 AAEL001066 unchanged
AAEL001067 AAEL001067 unchanged
AAEL001068 AAEL001068 unchanged
AAEL001069 AAEL001069 unchanged
AAEL001070 AAEL001070 unchanged
AAEL001071 AAEL001071 changed
AAEL001072 AAEL001072 unchanged
AAEL001073 AAEL001073 unchanged
AAEL001074 AAEL001074 unchanged
AAEL001075 AAEL001075 unchanged
AAEL001076 AAEL001076 unchanged
AAEL001077 AAEL001077 changed
AAEL001078 AAEL001078 changed
AAEL001079 AAEL001079 unchanged
AAEL001080 AAEL001080 unchanged
AAEL001081 AAEL001081 unchanged
AAEL001082 AAEL001082 unchanged
AAEL001083 AAEL001083 unchanged
AAEL001084 AAEL001084 changed
AAEL001085 AAEL001085 unchanged
AAEL001086 AAEL001086 unchanged
AAEL001087 AAEL001087 unchanged
AAEL001088 AAEL001088 unchanged
AAEL001089 AAEL001089 unchanged
AAEL001090 AAEL001090 changed
AAEL001091 AAEL001091 unchanged
AAEL001092 AAEL001092 unchanged
AAEL001093 AAEL001093 unchanged
AAEL001094 AAEL001094 changed
AAEL001095 AAEL001095 unchanged
AAEL001096 AAEL001096 unchanged
AAEL001097 AAEL001097 unchanged
AAEL001098 AAEL001098 unchanged
AAEL001099 AAEL001099 unchanged
AAEL001100 AAEL001100 unchanged
AAEL001101 AAEL001101 unchanged
AAEL001102 AAEL001102 unchanged
AAEL001103 AAEL001103 unchanged
AAEL001104 AAEL001104 unchanged
AAEL001105 AAEL001105 changed
AAEL001106 AAEL001106 unchanged
AAEL001107 AAEL001107 unchanged
AAEL001108 AAEL001108 unchanged
AAEL001109 AAEL001109 unchanged
AAEL001110 AAEL001110 unchanged
AAEL001111 AAEL001111 unchanged
AAEL001112 AAEL001112 unchanged
AAEL001113 AAEL001113 unchanged
AAEL001114 AAEL001114 unchanged
AAEL001115 AAEL001115 unchanged
AAEL001116 AAEL001116 unchanged
AAEL001117 AAEL001117 unchanged
AAEL001118 AAEL001118 unchanged
AAEL001119 AAEL001119 unchanged
AAEL001120 AAEL001120 unchanged
AAEL001121 AAEL001121 unchanged
AAEL001122 AAEL001122 unchanged
AAEL001123 AAEL001123 unchanged
AAEL001124 AAEL001124 unchanged
AAEL001125 AAEL001125 unchanged
AAEL001126 AAEL001126 unchanged
AAEL001127 AAEL001127 unchanged
AAEL001128 AAEL001128 unchanged
AAEL001129 AAEL001129 unchanged
AAEL001130 AAEL001130 unchanged
AAEL001131 AAEL001131 unchanged
AAEL001132 AAEL001132 unchanged
AAEL001133 AAEL001133 unchanged
AAEL001134 AAEL001134 unchanged
AAEL001135 AAEL001135 unchanged
AAEL001136 AAEL001136 unchanged
AAEL001137 AAEL001137 unchanged
AAEL001138 AAEL001138 unchanged
AAEL001139 AAEL001139 unchanged
AAEL001140 AAEL001140 unchanged
AAEL001141 AAEL001141 unchanged
AAEL001142 AAEL001142 unchanged
AAEL001143 AAEL001143 unchanged
AAEL001144 AAEL001144 unchanged
AAEL001145 AAEL001145 unchanged
AAEL001146 AAEL001146 unchanged
AAEL001147 AAEL001147 unchanged
AAEL001148 AAEL001148 unchanged
AAEL001149 AAEL001149 unchanged
AAEL001150 AAEL001150 unchanged
AAEL001151 AAEL001151 unchanged
AAEL001152 AAEL001152 unchanged
AAEL001153 AAEL001153 unchanged
AAEL001154 AAEL001154 unchanged
AAEL001155 AAEL001155 unchanged
AAEL001156 AAEL001156 unchanged
AAEL001157 AAEL001157 unchanged
AAEL001158 AAEL001158 changed
AAEL001159 AAEL001159 unchanged
AAEL001160 AAEL001160 unchanged
AAEL001161 AAEL001161 unchanged
AAEL001162 AAEL001162 unchanged
AAEL001163 AAEL001163 unchanged
AAEL001164 AAEL001164 unchanged
AAEL001165 AAEL001165 unchanged
AAEL001166 AAEL001166 unchanged
AAEL001167 AAEL001167 unchanged
AAEL001168 AAEL001168 unchanged
AAEL001169 AAEL001169 unchanged
AAEL001170 AAEL001170 unchanged
AAEL001171 AAEL001171 unchanged
AAEL001172 AAEL001172 unchanged
AAEL001173 AAEL001173 unchanged
AAEL001174 AAEL001174 unchanged
AAEL001175 AAEL001175 unchanged
AAEL001176 AAEL001176 unchanged
AAEL001177 AAEL001177 unchanged
AAEL001178 AAEL001178 unchanged
AAEL001179 AAEL001179 unchanged
AAEL001180 AAEL001180 unchanged
AAEL001181 AAEL001181 unchanged
AAEL001182 AAEL001182 unchanged
AAEL001183 AAEL001183 unchanged
AAEL001184 AAEL001184 unchanged
AAEL001185 AAEL001185 unchanged
AAEL001186 AAEL001186 unchanged
AAEL001187 AAEL001187 unchanged
AAEL001188 AAEL001188 unchanged
AAEL001189 AAEL001189 unchanged
AAEL001190 AAEL001190 unchanged
AAEL001191 AAEL001191 unchanged
AAEL001192 AAEL001192 unchanged
AAEL001193 AAEL001193 unchanged
AAEL001194 AAEL001194 unchanged
AAEL001195 AAEL001195 unchanged
AAEL001196 AAEL001196 unchanged
AAEL001197 AAEL001197 unchanged
AAEL001198 AAEL001198 unchanged
AAEL001199 AAEL001199 unchanged
AAEL001200 AAEL001200 unchanged
AAEL001201 AAEL001201 unchanged
AAEL001202 AAEL001202 unchanged
AAEL001203 AAEL001203 unchanged
AAEL001204 AAEL001204 unchanged
AAEL001205 AAEL001205 unchanged
AAEL001206 AAEL001206 unchanged
AAEL001207 AAEL001207 changed
AAEL001208 AAEL001208 unchanged
AAEL001209 AAEL001209 unchanged
AAEL001210 AAEL001210 unchanged
AAEL001211 AAEL001211 unchanged
AAEL001212 AAEL001212 unchanged
AAEL001213 AAEL001213 unchanged
AAEL001214 NULL deleted
AAEL001215 AAEL001215 changed
AAEL001216 AAEL001216 unchanged
AAEL001217 AAEL001217 unchanged
AAEL001218 AAEL001218 unchanged
AAEL001219 AAEL001219 unchanged
AAEL001220 AAEL001220 unchanged
AAEL001221 AAEL001221 changed
AAEL001222 AAEL001222 unchanged
AAEL001223 AAEL001223 unchanged
AAEL001224 AAEL001224 changed
AAEL001225 AAEL001225 unchanged
AAEL001226 AAEL001226 unchanged
AAEL001227 AAEL001227 unchanged
AAEL001228 AAEL001228 unchanged
AAEL001229 AAEL001229 unchanged
AAEL001230 AAEL001230 unchanged
AAEL001231 AAEL001231 unchanged
AAEL001232 AAEL001232 unchanged
AAEL001233 AAEL001233 changed
AAEL001234 AAEL001234 unchanged
AAEL001235 AAEL001235 unchanged
AAEL001236 AAEL001236 unchanged
AAEL001237 AAEL001237 unchanged
AAEL001238 AAEL001238 unchanged
AAEL001239 AAEL001239 unchanged
AAEL001240 AAEL001240 changed
AAEL001241 AAEL001241 unchanged
AAEL001242 AAEL001242 unchanged
AAEL001243 AAEL001243 unchanged
AAEL001244 AAEL001244 unchanged
AAEL001245 AAEL001245 unchanged
AAEL001246 AAEL001246 unchanged
AAEL001247 AAEL001247 unchanged
AAEL001248 AAEL001248 unchanged
AAEL001249 AAEL001249 unchanged
AAEL001250 AAEL001250 unchanged
AAEL001251 AAEL001251 unchanged
AAEL001252 AAEL001252 unchanged
AAEL001253 AAEL001253 unchanged
AAEL001254 AAEL001254 unchanged
AAEL001255 AAEL001255 unchanged
AAEL001256 AAEL001256 unchanged
AAEL001257 AAEL001257 unchanged
AAEL001258 AAEL001258 unchanged
AAEL001259 AAEL001259 unchanged
AAEL001260 AAEL001260 unchanged
AAEL001261 AAEL001261 unchanged
AAEL001262 AAEL001262 unchanged
AAEL001263 AAEL001263 unchanged
AAEL001264 AAEL001264 unchanged
AAEL001265 AAEL001265 unchanged
AAEL001266 AAEL001266 unchanged
AAEL001267 AAEL001267 unchanged
AAEL001268 AAEL001268 unchanged
AAEL001269 AAEL001269 unchanged
AAEL001270 AAEL001270 unchanged
AAEL001271 AAEL001271 unchanged
AAEL001272 AAEL001272 unchanged
AAEL001273 AAEL001273 unchanged
AAEL001274 AAEL001274 unchanged
AAEL001275 AAEL001275 unchanged
AAEL001276 AAEL001276 unchanged
AAEL001277 AAEL001277 unchanged
AAEL001278 AAEL001278 unchanged
AAEL001279 AAEL001279 unchanged
AAEL001280 AAEL001280 unchanged
AAEL001281 AAEL001281 unchanged
AAEL001282 AAEL001282 unchanged
AAEL001283 AAEL001283 unchanged
AAEL001284 AAEL001284 unchanged
AAEL001285 AAEL001285 unchanged
AAEL001286 AAEL001286 unchanged
AAEL001287 AAEL001287 unchanged
AAEL001288 AAEL001288 unchanged
AAEL001289 AAEL001289 unchanged
AAEL001290 AAEL001290 unchanged
AAEL001291 AAEL001291 unchanged
AAEL001292 AAEL001292 changed
AAEL001293 AAEL001293 changed
AAEL001294 AAEL001294 changed
AAEL001295 AAEL001295 unchanged
AAEL001296 AAEL001296 unchanged
AAEL001297 AAEL001297 unchanged
AAEL001298 AAEL001298 unchanged
AAEL001299 AAEL001299 unchanged
AAEL001300 AAEL001300 unchanged
AAEL001301 AAEL001301 unchanged
AAEL001302 AAEL001302 unchanged
AAEL001303 AAEL001303 unchanged
AAEL001304 AAEL001304 unchanged
AAEL001305 AAEL001305 unchanged
AAEL001306 AAEL001306 unchanged
AAEL001307 AAEL001307 unchanged
AAEL001308 AAEL001308 unchanged
AAEL001309 AAEL001309 unchanged
AAEL001310 AAEL001310 unchanged
AAEL001311 AAEL001311 unchanged
AAEL001312 AAEL001312 changed
AAEL001313 AAEL001313 unchanged
AAEL001314 AAEL001314 unchanged
AAEL001315 AAEL001315 unchanged
AAEL001316 AAEL001316 unchanged
AAEL001317 AAEL001317 unchanged
AAEL001318 AAEL001318 unchanged
AAEL001319 AAEL001319 unchanged
AAEL001320 AAEL001320 unchanged
AAEL001321 AAEL001321 unchanged
AAEL001322 AAEL001322 unchanged
AAEL001323 AAEL001323 unchanged
AAEL001324 AAEL001324 unchanged
AAEL001325 AAEL001325 unchanged
AAEL001326 AAEL001326 unchanged
AAEL001327 AAEL001327 unchanged
AAEL001328 AAEL001328 unchanged
AAEL001329 AAEL001329 unchanged
AAEL001330 AAEL001330 unchanged
AAEL001331 AAEL001331 changed
AAEL001332 AAEL001332 unchanged
AAEL001333 AAEL001333 unchanged
AAEL001334 AAEL001334 unchanged
AAEL001335 AAEL001335 unchanged
AAEL001336 AAEL001336 unchanged
AAEL001337 AAEL001337 unchanged
AAEL001338 AAEL001338 unchanged
AAEL001339 AAEL001339 unchanged
AAEL001340 AAEL001340 unchanged
AAEL001341 AAEL001341 unchanged
AAEL001342 AAEL001342 changed
AAEL001343 AAEL001343 unchanged
AAEL001344 AAEL001344 unchanged
AAEL001345 AAEL001345 unchanged
AAEL001346 AAEL001346 unchanged
AAEL001347 AAEL001347 unchanged
AAEL001348 AAEL001348 unchanged
AAEL001349 AAEL001349 unchanged
AAEL001350 AAEL001350 unchanged
AAEL001351 AAEL001351 unchanged
AAEL001352 AAEL001352 unchanged
AAEL001353 AAEL001353 unchanged
AAEL001354 AAEL001354 unchanged
AAEL001355 AAEL001355 unchanged
AAEL001356 AAEL001356 unchanged
AAEL001357 AAEL001357 unchanged
AAEL001358 AAEL001358 unchanged
AAEL001359 AAEL001359 unchanged
AAEL001360 AAEL001360 changed
AAEL001361 AAEL001361 unchanged
AAEL001362 AAEL001362 unchanged
AAEL001363 AAEL001363 unchanged
AAEL001364 AAEL001364 unchanged
AAEL001365 AAEL001365 unchanged
AAEL001366 AAEL001366 unchanged
AAEL001367 AAEL001367 unchanged
AAEL001368 AAEL001368 unchanged
AAEL001369 AAEL001369 unchanged
AAEL001370 AAEL001370 unchanged
AAEL001371 AAEL001371 unchanged
AAEL001372 AAEL001372 unchanged
AAEL001373 AAEL001373 unchanged
AAEL001374 AAEL001374 unchanged
AAEL001375 AAEL001375 unchanged
AAEL001376 AAEL001376 unchanged
AAEL001377 AAEL001377 unchanged
AAEL001378 AAEL001378 unchanged
AAEL001379 AAEL001379 unchanged
AAEL001380 AAEL001380 unchanged
AAEL001381 AAEL001381 unchanged
AAEL001382 AAEL001382 unchanged
AAEL001383 AAEL001383 unchanged
AAEL001384 AAEL001384 unchanged
AAEL001385 AAEL001385 unchanged
AAEL001386 AAEL001386 unchanged
AAEL001387 AAEL001387 unchanged
AAEL001388 AAEL001388 unchanged
AAEL001389 AAEL001389 unchanged
AAEL001390 AAEL001390 unchanged
AAEL001391 AAEL001391 unchanged
AAEL001392 AAEL001392 unchanged
AAEL001393 AAEL001393 unchanged
AAEL001394 AAEL001394 unchanged
AAEL001395 AAEL001395 unchanged
AAEL001396 AAEL001396 unchanged
AAEL001397 AAEL001397 unchanged
AAEL001398 AAEL001398 unchanged
AAEL001399 AAEL001399 unchanged
AAEL001400 AAEL001400 unchanged
AAEL001401 AAEL001401 unchanged
AAEL001402 AAEL001402 unchanged
AAEL001403 AAEL001403 unchanged
AAEL001404 AAEL001404 unchanged
AAEL001405 AAEL001405 unchanged
AAEL001406 AAEL001406 unchanged
AAEL001407 AAEL001407 unchanged
AAEL001408 AAEL001408 unchanged
AAEL001409 AAEL001409 unchanged
AAEL001410 AAEL001410 unchanged
AAEL001411 AAEL001411 unchanged
AAEL001412 AAEL001412 unchanged
